library_name,library_type,segment_variant,region,city,email,phone,address,website,source_url,source_date,in_greece,subject_variant,sent_date,replied,outcome,notes
Ξενοπούλειος Παιδική Βιβλιοθήκη,public,B,Ιόνια Νησιά,Γαήτα,filoixenopouliou@gmail.com,2695045078,"Γαήτα 5 , Ζάκυνθος 29100",http://xenopouleios-bibliothiki.blogspot.gr/,https://network.nlg.gr/library/xenopoulios-vivliothiki/,2026-08-21,yes,1,,,,
"""Αριστοτέλειος"" Δημοτική Βιβλιοθήκη Δήμου Αμπελοκήπων-Μενεμένης",public,B,Κεντρική Μακεδονία,Αμπελόκηποι,amp.library@ampelokipi-menemeni.gr,"2310 578105, 2313 303643, 2310 729422","Μ. Αλεξάνδρου & Φιλιππουπόλεως, 56123, Αμπελόκηποι, Θεσσαλονίκη",https://library.ampelokipi-menemeni.gr/,https://network.nlg.gr/library/quot-aristoteleios-quot-vivliothiki-dimoy-ampelokipon-menemenis/,2026-08-21,yes,1,,,,
"Βιβλιοθήκη ""Ιούλιος Βερν""",public,B,Κεντρική Μακεδονία,Λεωφ. Καλλιθέας,library@grdiscovery.com,2313251820,"Λεωφ. Καλλιθέας 84, Αμπελόκηποι, Θεσσαλονίκη, 561 23, Ελλάδα",https://grdiscovery.com/library/,https://network.nlg.gr/library/vivliothiki-quot-ioylios-vern-quot/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Αιγινίου,public,B,Κεντρική Μακεδονία,Γεωρ. Αβέρωφ,vivliothiki.p.k@gmail.com,2353023156,"Γεωρ. Αβέρωφ 10, Αιγίνιο 603 00, Ελλάδα",,https://network.nlg.gr/library/vivliothiki-eginiou/,2026-08-21,yes,1,,,,shared mailbox — represents 2 libraries in this network; send once
Βιβλιοθήκη Δημοτικής Κοινότητας Μενεμένης,public,B,Κεντρική Μακεδονία,Ναυάρχου Βότση,,2313306643,"Ναυάρχου Βότση 15, Τ.Κ. 56122 Μενεμένη",,https://network.nlg.gr/library/vivliothiki-dimotikis-koinotitas-menemenis/,2026-08-21,yes,1,,,,χωρίς δημοσιευμένο email
Βιβλιοθήκη Κολινδρού,public,B,Κεντρική Μακεδονία,Παυσίλυπου  Κόλινδρος,vivliothiki.p.k@gmail.com,2353350213,Παυσίλυπου 9 Κόλινδρος 60061,,https://network.nlg.gr/library/vivliothiki-kolindrou/,2026-08-21,yes,1,,,duplicate-of:146,shares vivliothiki.p.k@gmail.com with row 146 — already covered by that send
Δαήδειος Παιδική Βιβλιοθήκη Δήμου Καλαμαριάς,community,B,Κεντρική Μακεδονία,Ελλησπόντου  Καλαμαριά Θεσσαλονίκης,daideios.lib@gmail.com,2310480916,Ελλησπόντου 15 Καλαμαριά Θεσσαλονίκης 55132,https://www.kalamaria.gr/lib/,https://network.nlg.gr/library/daidios-pediki-vivliothiki/,2026-08-21,yes,1,,,,
Δανιηλίδειος Παιδική Βιβλιοθήκη Δήμου Καλαμαριάς,community,B,Κεντρική Μακεδονία,Αιμ.Γρεβενών-Καρολίδου,danihlideiosl@gmail.com,2310456658,"Αιμ.Γρεβενών-Καρολίδου 14, ΤΚ 55132, Θεσσαλονίκη",https://www.kalamaria.gr/lib,https://network.nlg.gr/library/daniilidios-pediki-vivliothiki/,2026-08-21,yes,1,,,,
"Δημοτική Βιβλιοθήκη ""Θ. Ζωγιοπούλου"" ΚΕΠΑ Δήμου Βέροιας",public,B,Κεντρική Μακεδονία,Θεανούς Ζωγιοπούλου  Βέροια,detopoka@otenet.gr,2331024879,Θεανούς Ζωγιοπούλου 5 Βέροια 59132,https://libraryveria.blogspot.com/,https://network.nlg.gr/library/dimotiki-vivliothiki-th-zogiopoulou-kepa-dimou-verias/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Αλεξάνδρειας,public,B,Κεντρική Μακεδονία,Αλεξάνδρεια,alexandreialibrary@gmail.com,2333026806,"Δημάρχου Βετσόπουλου Δ. και Αριστοτέλους, Αλεξάνδρεια 59300",,https://network.nlg.gr/library/dimotiki-vivliothiki-alexandrias/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Βασιλικών,public,B,Κεντρική Μακεδονία,Βασιλικά Θέρμη,bibliothermi@gmail.com,2396022225,Βασιλικά Θέρμη 57006,http://bibliothermi.blogspot.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-vasilikon/,2026-08-21,yes,1,,,,shared mailbox — represents 5 libraries in this network; send once
Δημοτική Βιβλιοθήκη Διαβατών,public,B,Κεντρική Μακεδονία,Ελ. Βενιζέλου,antoniahatzdiavata@gmail.com,2310781854,"Ελ. Βενιζέλου 5, Διαβατά Θεσσαλονίκης, 57008",,https://network.nlg.gr/library/dimotiki-vivliothiki-davaton/,2026-08-21,yes,1,,,excluded:personal-mailbox,"address is a named individual, not an institutional mailbox — do not send; re-source a generic library address"
Δημοτική Βιβλιοθήκη Ελευθερίου Κορδελιού,public,B,Κεντρική Μακεδονία,Γερ. Καραβαγγέλη,librarykordelio@gmail.com,2310700482,"Γερ. Καραβαγγέλη 12, Κορδελιό, 56334",https://kordeliolib.openabekt.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-eleftheriou-kordeliou/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Ευκαρπίας,public,B,Κεντρική Μακεδονία,Εθνικής Αντιστάσεως,bibliothiki@pavlosmelas.gr,2313502154,"Εθνικής Αντιστάσεως 24, Ευκαρπία, 56429, Κεντρικής Μακεδονίας",http://www.pavlosmelas.gr,https://network.nlg.gr/library/dimotiki-vivliothiki-efkarpias/,2026-08-21,yes,1,,,,shared mailbox — represents 3 libraries in this network; send once
Δημοτική Βιβλιοθήκη Ευόσμου,public,B,Κεντρική Μακεδονία,Meg. Alexandrou,library@kordelio-evosmos.gr,2310 762400,"Meg. Alexandrou 57, Evosmos 562 24, Greece",http://dimotikivivliothikievosmou.blogspot.com/,https://network.nlg.gr/library/dimotiki-vivliothiki-eyosmoy/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Θέρμης,public,B,Κεντρική Μακεδονία,Δημητρίου & Καραολή - Καπετάν Χάψα Θέρμη,bibliothermi@thermi.gov.gr,2310463423 (εσωτ: 106),Δημητρίου & Καραολή - Καπετάν Χάψα Θέρμη 57001,http://bibliothermi.blogspot.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-thermis/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Κ.Π. Νέας Ραιδεστού,public,B,Κεντρική Μακεδονία,Θέρμη,bibliothermi@gmail.com,2310465607,"Νέα Ραιδεστός, Θέρμη, 57001",http://bibliothermi.blogspot.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-k-p-n-redestou/,2026-08-21,yes,1,,,duplicate-of:153,shares bibliothermi@gmail.com with row 153 — already covered by that send
Δημοτική Βιβλιοθήκη Κ.Π. Νέου Ρυσίου,public,B,Κεντρική Μακεδονία,Θέρμη,bibliothermi@gmail.com,2392071373,"Νέο Ρύσιο, Θέρμη, 57001",http://bibliothermi.blogspot.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-k-p-n-risiou/,2026-08-21,yes,1,,,duplicate-of:153,shares bibliothermi@gmail.com with row 153 — already covered by that send
Δημοτική Βιβλιοθήκη Κ.Π. Τριλόφου,public,B,Κεντρική Μακεδονία,Trilofo,bibliothermi@gmail.com,2392064360,"Trilofo 575 00, Greece",http://bibliothermi.blogspot.com/,https://network.nlg.gr/library/dimotiki-vivliothiki-k-p-trilofoy-d-thermis/,2026-08-21,yes,1,,,duplicate-of:153,shares bibliothermi@gmail.com with row 153 — already covered by that send
Δημοτική Βιβλιοθήκη Καλοχωρίου Αντιδημαρχίας Πολιτισμού Δήμου Δέλτα,public,B,Κεντρική Μακεδονία,ης Οκτωβρίου,biblkalohori@gmail.com,2310 755483,"28ης Οκτωβρίου 25, Καλοχώρι 570 09, Ελλάδα",,https://network.nlg.gr/library/dimotiki-vivliothiki-kalochorioy-antidemarchias-politismou-demou-delta/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Κατερίνης - Katerini Public Library,public,B,Κεντρική Μακεδονία,ης Μεραρχίας  Κατερίνη,dlibrarykaterini@hotmail.com,"2351024594, 2351504037",7ης Μεραρχίας 3 Κατερίνη 60100,,https://network.nlg.gr/library/dimotiki-vivliothiki-katerinis/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Κορινού,public,B,Κεντρική Μακεδονία,Γ. Τασιάκου  Κορινός Πιερίας,dlibrarykorinou@gmail.com,"2351042473, 2351350919",Γ. Τασιάκου 2 Κορινός Πιερίας 60062,,https://network.nlg.gr/library/dimotiki-vivliothiki-korinou/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Κρύας Βρύσης,public,B,Κεντρική Μακεδονία,Ελευθερίου Βενιζέλου  Κρύα Βρύση,biblio_krya_vrysh@hotmail.com,2382062485,Ελευθερίου Βενιζέλου 72 Κρύα Βρύση 58300,,https://network.nlg.gr/library/dimotiki-vivliothiki-kryas-vrysis/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Λαγκαδά,public,B,Κεντρική Μακεδονία,Ματαπά,library@lagadas.gr,"2394020840, 23940 24186","Ματαπά 3, Λαγκαδάς 572 00, Ελλάδα",,https://network.nlg.gr/library/dimotiki-vivliothiki-lagkada/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Λεπτοκαρυάς Εμμανουήλ Κριαράς,public,B,Κεντρική Μακεδονία,Vasilissis Olgas,librarykriaras@gmail.com,,"Vasilissis Olgas 3, Leptokarya 600 63, Greece",,https://network.nlg.gr/library/dimotiki-vivliothiki-leptokaryas-emmanoyil-kriaras/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Λιτοχώρου,public,B,Κεντρική Μακεδονία,Αγίου Νικολάου  Λιτόχωρο,library@dion-olympos.gr,2352350127,Αγίου Νικολάου 15 Λιτόχωρο 60200,,https://network.nlg.gr/library/dimotiki-vivliothiki-litochorou/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Νάουσας Ημαθίας,public,B,Κεντρική Μακεδονία,Αφών Λαναρά και Πεχλιβάνου  Νάουσα,library@naoussa.gr,2332350025,Αφών Λαναρά και Πεχλιβάνου 1 Νάουσα 59200,,https://network.nlg.gr/library/dimotiki-vivliothiki-naousas-imathias/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Νεάπολης,public,B,Κεντρική Μακεδονία,Αμασείας -,dimvivlioneapolis@gmail.com,2310635060,"Αμασείας 19-21, Νεάπολη 567 28, Θεσσαλονίκη, Ελλάδα",http://www.dimosneapolis-sykeon.gr,https://network.nlg.gr/library/dimotiki-vivliothiki-neapolis/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Νεάπολης-Συκεών,public,B,Κεντρική Μακεδονία,Νεάπολη,vivliothiki.neapoli@n3.syzefxis.gov.gr,,,https://www.dimosneapolis-sykeon.gr/,https://www.dimosneapolis-sykeon.gr/,2026-08-21,yes,1,,,,βρέθηκε με σάρωση δήμων· επαληθεύτηκε στη σελίδα του δήμου
"Δημοτική Βιβλιοθήκη Πολίχνης ""Θεόκλητος Καρυπίδης""",public,B,Κεντρική Μακεδονία,Ίμβρου  Πολίχνη Θεσσαλονίκη,bibliothiki@pavlosmelas.gr,2310640244,Ίμβρου 2 Πολίχνη Θεσσαλονίκη 56533,http://www.pavlosmelas.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-polichnis-theoklitos-karipidis-2/,2026-08-21,yes,1,,,duplicate-of:156,shares bibliothiki@pavlosmelas.gr with row 156 — already covered by that send
Δημοτική Βιβλιοθήκη Πολυκάστρου Παιονίας,public,B,Κεντρική Μακεδονία,Παλαιολόγου  Πολύκαστρο  Περιφέρεια Κεντρικής Μακεδονίας,libpolikastro@gmail.com,2343024166,Παλαιολόγου 3 Πολύκαστρο 61200 Περιφέρεια Κεντρικής Μακεδονίας,,https://network.nlg.gr/library/dimotiki-vivliothiki-polikastrou-dimou-peonias/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Σιδηροκάστρου Σιντικής,public,B,Κεντρική Μακεδονία,Alexidou,sidirlibrary@gmail.com,2323025766,"Alexidou 1, Sidirokastro 623 00, Greece",,https://network.nlg.gr/library/dimotiki-vivliothiki-sidirokastroy-sintikis/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Σκύδρας,public,B,Κεντρική Μακεδονία,Σκύδρα,librarysk@skydra.gov.gr,,,https://www.skydra.gr/,https://www.skydra.gr/,2026-08-21,yes,1,,,,βρέθηκε με σάρωση δήμων· επαληθεύτηκε στη σελίδα του δήμου
Δημοτική Βιβλιοθήκη Σταυρούπολης,public,B,Κεντρική Μακεδονία,Λεωφόρος Μίκη Θεοδωράκη (πρώην Λαγκαδά),bibliothiki@pavlosmelas.gr,2313302836,"Λεωφόρος Μίκη Θεοδωράκη (πρώην Λαγκαδά) 221, Σταυρούπολη, 56430, Κεντρική Μακεδονία",http://www.pavlosmelas.gr,https://network.nlg.gr/library/dimotiki-vivliothiki-stavroupolis/,2026-08-21,yes,1,,,duplicate-of:156,shares bibliothiki@pavlosmelas.gr with row 156 — already covered by that send
Δημοτική Βιβλιοθήκη Συκεών–Παιδική Βιβλιοθήκη «Αντώνης Σαμαράκης»,public,B,Κεντρική Μακεδονία,Οδυσσέως και Αποστόλου Φωκά,librsykies@gmail.com,2310217376,"Οδυσσέως και Αποστόλου Φωκά 46, Συκιές 566 26, Ελλάδα",http://www.dimosneapolis-sykeon.gr,https://network.nlg.gr/library/dimotiki-vivliothiki-sykeon-paidiki-vivliothiki-quot-antonis-samarakis-quot/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Ταγαράδων,public,B,Κεντρική Μακεδονία,Γράμμου Βίτσι,bibliothermi@gmail.com,2392072165,"Γράμμου Βίτσι 10, Ταγαράδες 570 01",http://bibliothermi.blogspot.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-tagaradon/,2026-08-21,yes,1,,,duplicate-of:153,shares bibliothermi@gmail.com with row 153 — already covered by that send
Δημοτική Βιβλιοθήκη Ωραιοκάστρου,public,B,Κεντρική Μακεδονία,Βασ. Γεωργίου  και Τραπεζούντος,library@oraiokastro.gr,2313304067,"Βασ. Γεωργίου 23 και Τραπεζούντος, Ωραιόκαστρο 570 13, Ελλάδα",,https://network.nlg.gr/library/dimotiki-vivliothiki-oreokastrou/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Έδεσσας,public,B,Κεντρική Μακεδονία,Λεωφ. Φιλίππου  -,mail@vivl-edess.pel.sch.gr,2381305163,"Λεωφ. Φιλίππου 32 - 34, Έδεσσα 582 00, Ελλάδα",http://www.edessalibrary.gr/,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-edessas/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Βέροιας,public,B,Κεντρική Μακεδονία,Έλλης  Βέροια,info@libver.gr,2331024494,"Έλλης 8 Βέροια 59132, Ημαθία",http://www.libver.gr/,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-verias/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Κιλκίς,public,B,Κεντρική Μακεδονία,Κιλκίς,vivlkilk@sch.gr,2341076338,"Ελευθερίου Βενιζέλου Δημοτικός Κήπος, Κιλκίς 611 00, Ελλάδα",http://vivl-kilkis.kil.sch.gr,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-kilkis/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Σερρών,public,B,Κεντρική Μακεδονία,Νικολάου  Σέρρες,serrelib@serrelib.gr,2321098550,Νικολάου 20 Σέρρες 621 24,,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-serron/,2026-08-21,yes,1,,,,
Κεντρική Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Εθνικής Αμύνης  Θεσσαλονίκη,library@thessaloniki.gr,2313318570,Εθνικής Αμύνης 27 Θεσσαλονίκη 546 21,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion/TmimaKentrVivliothikis,https://network.nlg.gr/library/kentriki-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Κεντρική Παιδική Βιβλιοθήκη Δήμου Θεσσαλονίκης,community,B,Κεντρική Μακεδονία,Εθ. Αμύνης,centralkidslibrary@thessaloniki.gr,2313318572 και 2313318591,"Εθ. Αμύνης 27, Θεσσαλονίκη 546 21, Ελλάδα",https://thessaloniki.gr/?p=36686,https://network.nlg.gr/library/kentriki-paidiki-vivliothiki-dimoy-thessalonikis/,2026-08-21,yes,1,,,,
Παιδική Βιβλιοθήκη Άνω Πόλης,public,B,Κεντρική Μακεδονία,Κρίσπου  στην Πλατεία Ρομφέη,p.vivlio.anopolis@thessaloniki.gr,2310200537,"Κρίσπου 7 στην Πλατεία Ρομφέη, Θεσσαλονίκη, 54634",https://thessaloniki.gr/locations/βιβλιοθήκη-άνω-πόλης/,https://network.nlg.gr/library/pediki-vivliothiki-ano-polis/,2026-08-21,yes,1,,,,
Παιδική Βιβλιοθήκη Δήμου Καλαμαριάς,community,B,Κεντρική Μακεδονία,Ανδρέα Παπανδρέου  Θεσσαλονίκη,paidikil@gmail.com,2313314413,Ανδρέα Παπανδρέου 35 Θεσσαλονίκη 55132,,https://network.nlg.gr/library/pediki-vivliothiki-dimou-kalamarias/,2026-08-21,yes,1,,,,
Παιδική Βιβλιοθήκη Δελφών - Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Δελφών  και Ορεστιάδος  Θεσσαλονίκη,p.vivlio.delfon@thessaloniki.gr,2310324090,Δελφών 208 και Ορεστιάδος 3 Θεσσαλονίκη 54248,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion/TmimaPerifVivliothikon/%D0erifereiakesVivliothikes/Delfwn,https://network.nlg.gr/library/pediki-vivliothiki-delfon-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Παιδική Βιβλιοθήκη Καλλιθέας-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Αρχαιοτήτων  Θεσσαλονίκη,p.vivlio.kalitheas@thessaloniki.gr,2313318238,Αρχαιοτήτων 13 Θεσσαλονίκη 54632,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion/TmimaPerifVivliothikon/%D0erifereiakesVivliothikes/Kalitheas,https://network.nlg.gr/library/pediki-vivliothiki-kallitheas/,2026-08-21,yes,1,,,,
Παιδική Βιβλιοθήκη Κηφισιάς Δήμου Καλαμαριάς,community,B,Κεντρική Μακεδονία,Διονυσίου Σολωμού,bibliokifisia@gmail.com,2311253387,"Διονυσίου Σολωμού 10, Καλαμαριά, Θεσσαλονίκη, 55134",https://lib.kalamaria.gr/παιδική-βιβλιοθήκη-κηφισιάς-δήμου-κα/,https://network.nlg.gr/library/pediki-vivliothiki-kifisias/,2026-08-21,yes,1,,,,
Παιδική Βιβλιοθήκη Ξηροκρήνης-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Γρ.Κολωνιάρη  Θεσσαλονίκη,p.vivlio.xirokrinis@thessaloniki.gr,2310514780,Γρ.Κολωνιάρη 23 Θεσσαλονίκη 546 29,http://www.thessaloniki.gr/,https://network.nlg.gr/library/pediki-vivliothiki-xirokrinis-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Παιδική Βιβλιοθήκη Ορέστου-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Ορέστου  & Χαλκιδικής Θεσσαλονίκη,p.vivlio.orestou@thessaloniki.gr,2310852384,Ορέστου 33 & Χαλκιδικής Θεσσαλονίκη 54642,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion/TmimaPerifVivliothikon,https://network.nlg.gr/library/pediki-vivliothiki-orestou-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Παιδική Βιβλιοθήκη Συνοικισμού Καραμπουρνάκι,community,B,Κεντρική Μακεδονία,Κούσκουρα  Καλαμαριά Θεσσαλονίκη,karablib@gmail.com,"2310421752, 2311256824",Κούσκουρα 32 Καλαμαριά Θεσσαλονίκη 55131,http://www.kalamaria.gr/lib/,https://network.nlg.gr/library/pediki-vivliothiki-sinikismou-karampournaki/,2026-08-21,yes,1,,,,
Παράρτημα Σιδηροδρομικού Σταθμού-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Μοναστηρίου Β Θεσσαλονίκη,bibliostathmou@yahoo.gr,2313318394,Μοναστηρίου 93Β Θεσσαλονίκη 54627,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion,https://network.nlg.gr/library/parartima-sidirodromikou-stathmou-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Περιφερειακή Βιβλιοθήκη 40 Εκκλησιών-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Γεωργίου Βιζυηνού  Θεσσαλονίκη,vivlio.40ekklision@thessaloniki.gr,2310203443,Γεωργίου Βιζυηνού 57 Θεσσαλονίκη 54636,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion/TmimaPerifVivliothikon/%D0erifereiakesVivliothikes/SarantaEkklisiwn,https://network.nlg.gr/library/periferiaki-vivliothiki-40-ekklision-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Περιφερειακή Βιβλιοθήκη Άνω Πόλης,public,B,Κεντρική Μακεδονία,Κρίσπου  στην Πλατεία Ρομφέη,vivlio.anopolis@thessaloniki.gr,2310219329,"Κρίσπου 7 στην Πλατεία Ρομφέη, Θεσσαλονίκη, 54634",http://lib.thessaloniki.gr,https://network.nlg.gr/library/periferiaki-vivliothiki-%ca%bcno-polis/,2026-08-21,yes,1,,,,
Περιφερειακή Βιβλιοθήκη Άνω Τούμπας-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Γρηγορίου Λαμπράκη  Θεσσαλονίκη,vivliothikia.toumpas@gmail.com,2310950370,Γρηγορίου Λαμπράκη 187 Θεσσαλονίκη 54352,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion/TmimaPerifVivliothikon/%D0erifereiakesVivliothikes/AnwToumpa,https://network.nlg.gr/library/periferiaki-vivliothiki-%ca%bcno-toumpas-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Περιφερειακή Βιβλιοθήκη Κάτω Τούμπας-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Πυλαίας  Θεσσαλονίκη,lib.katotoympa@gmail.com,2310919039,Πυλαίας 59 Θεσσαλονίκη 54454,,https://network.nlg.gr/library/periferiaki-vivliothiki-kato-toumpas-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Περιφερειακή Βιβλιοθήκη Κωνσταντινουπόλεως-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Κωνσταντινουπόλεως  Θεσσαλονίκη,vivliokon@gmail.com,2310315100,Κωνσταντινουπόλεως 45 Θεσσαλονίκη 54639,http://www.thessaloniki.gr,https://network.nlg.gr/library/periferiaki-vivliothiki-konstantinoupoleos-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Περιφερειακή Βιβλιοθήκη Τριανδρίας-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Αμοργού  Θεσσαλονίκη,vivlio.triandrias@thessaloniki.gr,2310921660,Αμοργού 29 Θεσσαλονίκη 55337,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion,https://network.nlg.gr/library/periferiaki-vivliothiki-triandrias-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Περιφερειακή Βιβλιοθήκη Χαριλάου-Δημοτική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Νικάνορος  Θεσσαλονίκη,bibxarilaou@hotmail.gr,2310324666,Νικάνορος 3 Θεσσαλονίκη 54250,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion/TmimaPerifVivliothikon/%D0erifereiakesVivliothikes/Xarilaou,https://network.nlg.gr/library/periferiaki-vivliothiki-charilaou-dimotiki-vivliothiki-thessalonikis/,2026-08-21,yes,1,,,,
Πρότυπη Σχολική Βιβλιοθήκη Θεσσαλονίκης,public,B,Κεντρική Μακεδονία,Κασσάνδρου - Θεσσαλονίκη,prot.sxol.vivlio@thessaloniki.gr,2310274708,Κασσάνδρου 17-19 Θεσσαλονίκη 54632,http://www.thessaloniki.gr/portal/page/portal/DioikitikesYpiresies/GenDnsiDioikOikonYpiresion/DnsiVivliothMouseion/TmimaPerifVivliothikon/%D0erifereiakesVivliothikes/ProtupiSxolikiBibliothiki,https://network.nlg.gr/library/protipi-scholiki-vivliothiki/,2026-08-21,yes,1,,,,
Βικελαία Δημοτική Βιβλιοθήκη,public,B,Κρήτη,Πλατεία Ελευθερίου Βενιζέλου Ηράκλειο Κρήτης,vikelaia@heraklion.gr,2813409700 2813 409710,Πλατεία Ελευθερίου Βενιζέλου Ηράκλειο Κρήτης 71202,http://www.vikelaia.gr,https://network.nlg.gr/library/vikelea-dimotiki-vivliothiki/,2026-08-21,yes,1,,,,
"Δημοτική Βιβλιοθήκη Δήμου Ιεράπετρας ""Μαρία Λιουδάκη""",public,B,Κρήτη,Κανουπάκη  Ιεράπετρα,marialioudaki@0448.syzefxis.gov.gr,"2842305144, 2842305143",Κανουπάκη 1 Ιεράπετρα 72200,,https://network.nlg.gr/library/vivliothiki-ierapteras-pnevmatkou-kentrou-dimou-ierapetras-ke-morfotikis-stegis-maria-lioudaki/,2026-08-21,yes,1,,,,"verified-institutional: the library itself is named «Μαρία Λιουδάκη» and the mailbox is on syzefxis.gov.gr, the Greek government network"
Δημοτική Βιβλιοθήκη Μαλεβιζίου,public,B,Κρήτη,Γάζι,lib@malevizi.gr,,,https://library.malevizi.gov.gr/,https://library.malevizi.gov.gr/,2026-08-21,yes,1,,,,βρέθηκε με σάρωση δήμων· επαληθεύτηκε στη σελίδα του δήμου
Δημοτική Βιβλιοθήκη Πύργου - Δήμος Αρχανών - Αστερουσίων,public,B,Κρήτη,Πύργος Ηρακλείου Πύργος,pirgosmunicipallibrary@gmail.com,2893023733,Πύργος Ηρακλείου Πύργος 70010,https://pirgosmunicipallibrary.wordpress.com/,https://network.nlg.gr/library/dimotiki-vivliothiki-pyrgou-dimos-archanon-asterousion/,2026-08-21,yes,1,,,,
